filename	name	dex	cls	col	row
ブリガロン.png	No.0652 ブリガロン	0652	sprite-poke-ui_PokeIcon_02_0652_00_0	9	11
マフォクシー.png	No.0655 マフォクシー	0655	sprite-poke-ui_PokeIcon_02_0655_00_0	7	11
ゲッコウガ.png	No.0658 ゲッコウガ	0658	sprite-poke-ui_PokeIcon_02_0658_00_0	5	11
ホルード.png	No.0660 ホルード	0660	sprite-poke-ui_PokeIcon_02_0660_00_0	3	11
ファイアロー.png	No.0663 ファイアロー	0663	sprite-poke-ui_PokeIcon_02_0663_00_0	2	11
ビビヨン.png	No.0666 ビビヨン	0666	sprite-poke-ui_PokeIcon_02_0666_18_0	5	10
フラエッテ.png	No.0670 フラエッテ	0670	sprite-poke-ui_PokeIcon_02_0670_05_0	3	10
フラージェス.png	No.0671 フラージェス	0671	sprite-poke-ui_PokeIcon_02_0671_00_0	1	10
ゴロンダ.png	No.0675 ゴロンダ	0675	sprite-poke-ui_PokeIcon_02_0675_00_0	10	6
トリミアン.png	No.0676 トリミアン	0676	sprite-poke-ui_PokeIcon_02_0676_00_0	10	5
ニャオニクス_オスのすがた.png	No.0678 ニャオニクス (オスのすがた)	0678	sprite-poke-ui_PokeIcon_02_0678_00_0	5	9
ニャオニクス_メスのすがた.png	No.0678 ニャオニクス (メスのすがた)	0678	sprite-poke-ui_PokeIcon_02_0678_01_0	4	9
ギルガルド.png	No.0681 ギルガルド	0681	sprite-poke-ui_PokeIcon_02_0681_00_0	2	9
フレフワン.png	No.0683 フレフワン	0683	sprite-poke-ui_PokeIcon_02_0683_00_0	0	9
ペロリーム.png	No.0685 ペロリーム	0685	sprite-poke-ui_PokeIcon_02_0685_00_0	9	8
ブロスター.png	No.0693 ブロスター	0693	sprite-poke-ui_PokeIcon_02_0693_00_0	9	7
エレザード.png	No.0695 エレザード	0695	sprite-poke-ui_PokeIcon_02_0695_00_0	9	6
ガチゴラス.png	No.0697 ガチゴラス	0697	sprite-poke-ui_PokeIcon_02_0697_00_0	9	5
アマルルガ.png	No.0699 アマルルガ	0699	sprite-poke-ui_PokeIcon_02_0699_00_0	9	4
ニンフィア.png	No.0700 ニンフィア	0700	sprite-poke-ui_PokeIcon_02_0700_00_0	9	3
ルチャブル.png	No.0701 ルチャブル	0701	sprite-poke-ui_PokeIcon_02_0701_00_0	9	2
デデンネ.png	No.0702 デデンネ	0702	sprite-poke-ui_PokeIcon_02_0702_00_0	9	0
ヌメルゴン.png	No.0706 ヌメルゴン	0706	sprite-poke-ui_PokeIcon_02_0706_00_0	8	8
ヌメルゴン_ヒスイのすがた.png	No.0706 ヌメルゴン (ヒスイのすがた)	0706	sprite-poke-ui_PokeIcon_02_0706_01_0	7	8
クレッフィ.png	No.0707 クレッフィ	0707	sprite-poke-ui_PokeIcon_02_0707_00_0	6	8
オーロット.png	No.0709 オーロット	0709	sprite-poke-ui_PokeIcon_02_0709_00_0	5	8
パンプジン_ちゅうだましゅ.png	No.0711 パンプジン (ちゅうだましゅ)	0711	sprite-poke-ui_PokeIcon_02_0711_00_0	4	8
パンプジン_こだましゅ.png	No.0711 パンプジン (こだましゅ)	0711	sprite-poke-ui_PokeIcon_02_0711_01_0	3	8
パンプジン_おおだましゅ.png	No.0711 パンプジン (おおだましゅ)	0711	sprite-poke-ui_PokeIcon_02_0711_02_0	2	8
パンプジン_ギガだましゅ.png	No.0711 パンプジン (ギガだましゅ)	0711	sprite-poke-ui_PokeIcon_02_0711_03_0	1	8
クレベース.png	No.0713 クレベース	0713	sprite-poke-ui_PokeIcon_02_0713_00_0	0	8
クレベース_ヒスイのすがた.png	No.0713 クレベース (ヒスイのすがた)	0713	sprite-poke-ui_PokeIcon_02_0713_01_0	8	7
オンバーン.png	No.0715 オンバーン	0715	sprite-poke-ui_PokeIcon_02_0715_00_0	8	6
ジュナイパー.png	No.0724 ジュナイパー	0724	sprite-poke-ui_PokeIcon_02_0724_00_0	8	5
ジュナイパー_ヒスイのすがた.png	No.0724 ジュナイパー (ヒスイのすがた)	0724	sprite-poke-ui_PokeIcon_02_0724_01_0	8	4
ガオガエン.png	No.0727 ガオガエン	0727	sprite-poke-ui_PokeIcon_02_0727_00_0	8	3
アシレーヌ.png	No.0730 アシレーヌ	0730	sprite-poke-ui_PokeIcon_02_0730_00_0	8	2
ドデカバシ.png	No.0733 ドデカバシ	0733	sprite-poke-ui_PokeIcon_02_0733_00_0	8	1
ケケンカニ.png	No.0740 ケケンカニ	0740	sprite-poke-ui_PokeIcon_02_0740_00_0	8	0
ルガルガン_まひるのすがた.png	No.0745 ルガルガン (まひるのすがた)	0745	sprite-poke-ui_PokeIcon_02_0745_00_0	6	7
ルガルガン_まよなかのすがた.png	No.0745 ルガルガン (まよなかのすがた)	0745	sprite-poke-ui_PokeIcon_02_0745_01_0	5	7
ルガルガン_たそがれのすがた.png	No.0745 ルガルガン (たそがれのすがた)	0745	sprite-poke-ui_PokeIcon_02_0745_02_0	4	7
ドヒドイデ.png	No.0748 ドヒドイデ	0748	sprite-poke-ui_PokeIcon_02_0748_00_0	3	7
バンバドロ.png	No.0750 バンバドロ	0750	sprite-poke-ui_PokeIcon_02_0750_00_0	2	7
オニシズクモ.png	No.0752 オニシズクモ	0752	sprite-poke-ui_PokeIcon_02_0752_00_0	1	7
エンニュート.png	No.0758 エンニュート	0758	sprite-poke-ui_PokeIcon_02_0758_00_0	0	7
アマージョ.png	No.0763 アマージョ	0763	sprite-poke-ui_PokeIcon_02_0763_00_0	7	6
ヤレユータン.png	No.0765 ヤレユータン	0765	sprite-poke-ui_PokeIcon_02_0765_00_0	7	5
ナゲツケサル.png	No.0766 ナゲツケサル	0766	sprite-poke-ui_PokeIcon_02_0766_00_0	7	4
ミミッキュ.png	No.0778 ミミッキュ	0778	sprite-poke-ui_PokeIcon_02_0778_00_0	7	3
ジジーロン.png	No.0780 ジジーロン	0780	sprite-poke-ui_PokeIcon_02_0780_00_0	7	2
ジャラランガ.png	No.0784 ジャラランガ	0784	sprite-poke-ui_PokeIcon_02_0784_00_0	7	0
アーマーガア.png	No.0823 アーマーガア	0823	sprite-poke-ui_PokeIcon_02_0823_00_0	6	6
アップリュー.png	No.0841 アップリュー	0841	sprite-poke-ui_PokeIcon_02_0841_00_0	5	6
タルップル.png	No.0842 タルップル	0842	sprite-poke-ui_PokeIcon_02_0842_00_0	4	6
サダイジャ.png	No.0844 サダイジャ	0844	sprite-poke-ui_PokeIcon_02_0844_00_0	3	6
ポットデス.png	No.0855 ポットデス	0855	sprite-poke-ui_PokeIcon_02_0855_00_0	2	6
ブリムオン.png	No.0858 ブリムオン	0858	sprite-poke-ui_PokeIcon_02_0858_00_0	1	6
バリコオル.png	No.0866 バリコオル	0866	sprite-poke-ui_PokeIcon_02_0866_00_0	0	6
デスバーン.png	No.0867 デスバーン	0867	sprite-poke-ui_PokeIcon_02_0867_00_0	6	5
マホイップ.png	No.0869 マホイップ	0869	sprite-poke-ui_PokeIcon_02_0869_00_0	6	4
モルペコ.png	No.0877 モルペコ	0877	sprite-poke-ui_PokeIcon_02_0877_00_0	1	5
ドラパルト.png	No.0887 ドラパルト	0887	sprite-poke-ui_PokeIcon_02_0887_00_0	5	4
アヤシシ.png	No.0899 アヤシシ	0899	sprite-poke-ui_PokeIcon_02_0899_00_0	5	3
バサギリ.png	No.0900 バサギリ	0900	sprite-poke-ui_PokeIcon_02_0900_00_0	5	2
イダイトウ_オスのすがた.png	No.0902 イダイトウ (オスのすがた)	0902	sprite-poke-ui_PokeIcon_02_0902_00_0	5	1
イダイトウ_メスのすがた.png	No.0902 イダイトウ (メスのすがた)	0902	sprite-poke-ui_PokeIcon_02_0902_01_0	5	0
オオニューラ.png	No.0903 オオニューラ	0903	sprite-poke-ui_PokeIcon_02_0903_00_0	4	4
マスカーニャ.png	No.0908 マスカーニャ	0908	sprite-poke-ui_PokeIcon_02_0908_00_0	3	4
ラウドボーン.png	No.0911 ラウドボーン	0911	sprite-poke-ui_PokeIcon_02_0911_00_0	2	4
ウェーニバル.png	No.0914 ウェーニバル	0914	sprite-poke-ui_PokeIcon_02_0914_00_0	1	4
イッカネズミ.png	No.0925 イッカネズミ	0925	sprite-poke-ui_PokeIcon_02_0925_00_0	4	3
キョジオーン.png	No.0934 キョジオーン	0934	sprite-poke-ui_PokeIcon_02_0934_00_0	4	1
グレンアルマ.png	No.0936 グレンアルマ	0936	sprite-poke-ui_PokeIcon_02_0936_00_0	4	0
ソウブレイズ.png	No.0937 ソウブレイズ	0937	sprite-poke-ui_PokeIcon_02_0937_00_0	3	3
ハラバリー.png	No.0939 ハラバリー	0939	sprite-poke-ui_PokeIcon_02_0939_00_0	2	3
スコヴィラン.png	No.0952 スコヴィラン	0952	sprite-poke-ui_PokeIcon_02_0952_00_0	1	3
クエスパトラ.png	No.0956 クエスパトラ	0956	sprite-poke-ui_PokeIcon_02_0956_00_0	3	2
デカヌチャン.png	No.0959 デカヌチャン	0959	sprite-poke-ui_PokeIcon_02_0959_00_0	3	1
イルカマン.png	No.0964 イルカマン	0964	sprite-poke-ui_PokeIcon_02_0964_00_0	3	0
ミミズズ.png	No.0968 ミミズズ	0968	sprite-poke-ui_PokeIcon_02_0968_00_0	1	2
キラフロル.png	No.0970 キラフロル	0970	sprite-poke-ui_PokeIcon_02_0970_00_0	0	2
リキキリン.png	No.0981 リキキリン	0981	sprite-poke-ui_PokeIcon_02_0981_00_0	2	0
ドドゲザン.png	No.0983 ドドゲザン	0983	sprite-poke-ui_PokeIcon_02_0983_00_0	1	1
ヤバソチャ.png	No.1013 ヤバソチャ	1013	sprite-poke-ui_PokeIcon_02_1013_00_0	0	1
ブリジュラス.png	No.1018 ブリジュラス	1018	sprite-poke-ui_PokeIcon_02_1018_00_0	1	0
カミツオロチ.png	No.1019 カミツオロチ	1019	sprite-poke-ui_PokeIcon_02_1019_00_0	0	0
